account_number,owner_id,bank_name,account_type,open_date,balance_inr
1001001876,PER00578,Axis Bank,Savings,2023-02-12,24596
1001001877,PER00578,ICICI Bank,Savings,2017-08-23,110781
1001001878,PER00579,SBI,Savings,2023-03-21,0
1001001879,PER00579,SBI,Savings,2015-07-16,0
1001001880,PER00580,HDFC Bank,Savings,2011-08-30,54551
1001001881,PER00580,Axis Bank,Savings,2017-10-14,83061
1001001882,PER00581,Kotak Mahindra Bank,Savings,2022-09-16,224945
1001001883,PER00581,ICICI Bank,Savings,2022-01-11,191047
1001001884,PER00582,ICICI Bank,Savings,2017-08-05,0
1001001885,PER00582,Kotak Mahindra Bank,Savings,2023-09-14,0
1001001886,PER00583,SBI,Savings,2020-08-13,35440
1001001887,PER00583,ICICI Bank,Savings,2014-01-19,82699
1001001888,PER00584,Axis Bank,Savings,2016-03-22,100035
1001001889,PER00584,SBI,Savings,2021-01-03,35475
1001001890,PER00585,HDFC Bank,Savings,2019-03-15,243683
1001001891,PER00586,SBI,Savings,2011-12-16,18246
1001001892,PER00586,Axis Bank,Savings,2016-01-02,100585
1001001893,PER00587,Kotak Mahindra Bank,Savings,2011-05-11,85091
1001001894,PER00588,ICICI Bank,Savings,2014-06-17,248410
1001001895,PER00588,HDFC Bank,Savings,2014-05-02,76926
1001001896,PER00589,SBI,Savings,2010-10-10,243662
1001001897,PER00589,ICICI Bank,Savings,2016-11-15,199051
1001001898,PER00590,SBI,Savings,2011-09-10,135500
1001001899,PER00591,HDFC Bank,Savings,2018-09-20,219287
1001001900,PER00592,ICICI Bank,Savings,2023-05-17,274667
1001001901,PER00593,SBI,Savings,2022-07-12,190842
1001001902,PER00594,Kotak Mahindra Bank,Savings,2012-04-04,74304
1001001903,PER00594,SBI,Savings,2020-06-29,50990
1001001904,PER00595,ICICI Bank,Savings,2017-12-03,88764
1001001905,PER00595,Axis Bank,Savings,2017-03-05,369765
1001001906,PER00596,ICICI Bank,Savings,2016-07-03,91536
1001001907,PER00596,ICICI Bank,Savings,2019-10-28,192999
1001001908,PER00597,ICICI Bank,Savings,2020-08-08,46561
1001001909,PER00598,ICICI Bank,Savings,2010-11-27,44272
1001001910,PER00599,HDFC Bank,Savings,2021-08-13,171939
1001001911,PER00599,HDFC Bank,Savings,2019-09-20,69680
1001001912,PER00600,SBI,Savings,2023-03-12,73582
1001001913,PER00601,SBI,Savings,2012-07-11,101314
1001001914,PER00601,HDFC Bank,Savings,2016-01-27,167370
1001001915,PER00602,Axis Bank,Savings,2021-06-13,89892
1001001916,PER00603,SBI,Savings,2019-07-14,113148
1001001917,PER00603,Axis Bank,Savings,2019-08-17,28629
1001001918,PER00604,ICICI Bank,Savings,2025-08-22,748698
1001001919,PER00604,ICICI Bank,Savings,2019-06-11,906630
1001001920,PER00605,HDFC Bank,Savings,2013-09-27,159266
1001001921,PER00606,ICICI Bank,Savings,2023-08-09,161243
1001001922,PER00607,ICICI Bank,Savings,2024-08-26,189682
1001001923,PER00608,Kotak Mahindra Bank,Savings,2025-02-24,19133
1001001924,PER00609,Kotak Mahindra Bank,Savings,2018-05-25,138381
1001001925,PER00609,Axis Bank,Savings,2020-12-20,197084
1001001926,PER00610,Axis Bank,Savings,2020-09-15,198931
1001001927,PER00611,Axis Bank,Savings,2025-08-18,123826
1001001928,PER00611,Axis Bank,Savings,2017-09-25,126759
1001001929,PER00612,SBI,Savings,2013-08-17,197025
1001001930,PER00613,SBI,Savings,2018-07-06,109143
1001001931,PER00614,Kotak Mahindra Bank,Savings,2011-06-30,94848
1001001932,PER00615,SBI,Savings,2015-04-22,65793
1001001933,PER00616,Axis Bank,Savings,2012-11-04,0
1001001934,PER00616,Kotak Mahindra Bank,Savings,2016-02-27,0
1001001935,PER00617,ICICI Bank,Savings,2017-03-26,243558
1001001936,PER00618,Axis Bank,Savings,2016-12-24,35498
1001001937,PER00618,Kotak Mahindra Bank,Savings,2020-02-16,24565
1001001938,PER00619,Axis Bank,Savings,2019-06-01,298625
1001001939,PER00619,SBI,Savings,2016-02-17,860999
1001001940,PER00620,SBI,Savings,2020-07-30,54468
1001001941,PER00620,Kotak Mahindra Bank,Savings,2016-01-16,57042
1001001942,PER00621,Kotak Mahindra Bank,Savings,2014-11-02,105730
1001001943,PER00622,SBI,Savings,2024-04-21,81188
1001001944,PER00623,SBI,Savings,2011-12-03,155682
1001001945,PER00623,ICICI Bank,Savings,2013-01-12,37460
1001001946,PER00624,Kotak Mahindra Bank,Savings,2022-11-12,132453
1001001947,PER00624,ICICI Bank,Savings,2018-07-17,139299
1001001948,PER00625,ICICI Bank,Savings,2018-08-24,0
1001001949,PER00626,Kotak Mahindra Bank,Savings,2017-01-14,59793
1001001950,PER00627,SBI,Savings,2018-12-18,53423
1001001951,PER00628,Kotak Mahindra Bank,Savings,2015-11-20,62524
1001001952,PER00629,Kotak Mahindra Bank,Savings,2024-11-09,170710
1001001953,PER00630,ICICI Bank,Savings,2014-12-25,190764
1001001954,PER00631,Kotak Mahindra Bank,Savings,2019-12-31,34671
1001001955,PER00632,Axis Bank,Savings,2021-07-23,736965
1001001956,PER00633,Kotak Mahindra Bank,Savings,2017-09-16,186053
1001001957,PER00634,ICICI Bank,Savings,2023-04-28,182329
1001001958,PER00635,ICICI Bank,Savings,2016-01-02,94448
1001001959,PER00636,Kotak Mahindra Bank,Savings,2020-10-03,114678
1001001960,PER00636,HDFC Bank,Savings,2023-10-03,134480
1001001961,PER00637,Axis Bank,Savings,2017-05-02,106909
1001001962,PER00638,ICICI Bank,Savings,2021-10-27,60829
1001001963,PER00638,SBI,Savings,2013-04-06,206229
1001001964,PER00639,Axis Bank,Savings,2023-11-10,688927
1001001965,PER00639,Kotak Mahindra Bank,Savings,2013-02-04,778862
1001001966,PER00640,Kotak Mahindra Bank,Savings,2023-09-10,204533
1001001967,PER00640,HDFC Bank,Savings,2016-01-09,180432
1001001968,PER00641,ICICI Bank,Savings,2017-05-06,71859
1001001969,PER00642,Kotak Mahindra Bank,Savings,2020-05-03,236723
1001001970,PER00643,Kotak Mahindra Bank,Savings,2013-09-01,977746
1001001971,PER00644,HDFC Bank,Savings,2016-01-25,135711
1001001972,PER00644,SBI,Savings,2013-08-11,138179
1001001973,PER00645,SBI,Savings,2015-12-11,195893
1001001974,PER00645,ICICI Bank,Savings,2017-10-21,28868
1001001975,PER00646,Kotak Mahindra Bank,Savings,2017-09-05,186866
1001001976,PER00646,HDFC Bank,Savings,2023-09-29,96765
1001001977,PER00647,SBI,Savings,2025-07-09,149641
1001001978,PER00648,SBI,Savings,2014-08-04,0
1001001979,PER00648,SBI,Savings,2015-07-09,0
1001001980,PER00649,ICICI Bank,Savings,2025-02-08,600829
1001001981,PER00649,ICICI Bank,Savings,2025-07-26,453251
1001001982,PER00650,Kotak Mahindra Bank,Savings,2024-12-23,936098
1001001983,PER00651,Kotak Mahindra Bank,Savings,2017-01-17,173840
1001001984,PER00652,SBI,Savings,2022-07-11,70231
1001001985,PER00653,Kotak Mahindra Bank,Savings,2014-07-03,0
1001001986,PER00653,ICICI Bank,Savings,2025-01-12,0
1001001987,PER00654,Axis Bank,Savings,2016-07-22,215625
1001001988,PER00655,HDFC Bank,Savings,2013-06-13,119974
1001001989,PER00656,HDFC Bank,Savings,2019-09-09,821297
1001001990,PER00656,ICICI Bank,Savings,2021-12-29,463836
1001001991,PER00657,HDFC Bank,Savings,2025-04-15,161279
1001001992,PER00658,Axis Bank,Savings,2011-04-30,219528
1001001993,PER00659,ICICI Bank,Savings,2018-10-29,198437
1001001994,PER00660,Axis Bank,Savings,2024-03-02,98440
1001001995,PER00661,ICICI Bank,Savings,2019-03-14,244978
1001001996,PER00661,Axis Bank,Savings,2025-01-14,45073
1001001997,PER00662,Axis Bank,Savings,2014-06-21,213221
1001001998,PER00663,SBI,Savings,2022-03-21,247305
1001001999,PER00663,Kotak Mahindra Bank,Savings,2021-03-21,52083
1001002000,PER00664,SBI,Savings,2024-03-02,324739
1001002001,PER00664,Kotak Mahindra Bank,Savings,2010-09-27,155255
1001002002,PER00665,ICICI Bank,Savings,2014-04-03,44660
1001002003,PER00665,ICICI Bank,Savings,2011-07-11,79712
1001002004,PER00666,HDFC Bank,Savings,2017-05-24,252277
1001002005,PER00666,ICICI Bank,Savings,2022-06-03,139476
1001002006,PER00667,Axis Bank,Savings,2022-04-03,295051
1001002007,PER00668,Kotak Mahindra Bank,Savings,2015-02-16,193213
1001002008,PER00668,ICICI Bank,Savings,2024-04-07,149282
1001002009,PER00669,ICICI Bank,Savings,2023-10-13,237562
1001002010,PER00669,ICICI Bank,Savings,2025-01-01,174465
1001002011,PER00670,Kotak Mahindra Bank,Savings,2013-07-25,176522
1001002012,PER00671,HDFC Bank,Savings,2018-08-31,142522
1001002013,PER00672,ICICI Bank,Savings,2021-11-17,47707
1001002014,PER00672,ICICI Bank,Savings,2013-10-23,127752
1001002015,PER00673,Kotak Mahindra Bank,Savings,2016-12-11,240934
1001002016,PER00674,HDFC Bank,Savings,2014-04-28,45982
1001002017,PER00675,HDFC Bank,Savings,2020-02-21,116238
1001002018,PER00676,SBI,Savings,2014-08-22,208116
1001002019,PER00677,SBI,Savings,2021-08-31,0
1001002020,PER00677,SBI,Savings,2023-07-07,0
1001002021,PER00678,Kotak Mahindra Bank,Savings,2020-09-17,56214
1001002022,PER00678,ICICI Bank,Savings,2019-07-16,24210
1001002023,PER00679,HDFC Bank,Savings,2014-09-21,54353
1001002024,PER00680,ICICI Bank,Savings,2013-08-11,100107
1001002025,PER00681,ICICI Bank,Savings,2023-08-31,513854
1001002026,PER00681,Kotak Mahindra Bank,Savings,2024-06-11,187206
1001002027,PER00682,SBI,Savings,2019-07-08,132319
1001002028,PER00683,Kotak Mahindra Bank,Savings,2018-05-27,252467
1001002029,PER00683,SBI,Savings,2011-08-01,152808
1001002030,PER00684,HDFC Bank,Savings,2020-04-08,313193
1001002031,PER00685,SBI,Savings,2016-04-06,114765
1001002032,PER00686,HDFC Bank,Savings,2023-11-07,48212
1001002033,PER00686,HDFC Bank,Savings,2011-01-11,85736
1001002034,PER00687,SBI,Savings,2020-07-19,125313
1001002035,PER00688,SBI,Savings,2014-12-26,165051
1001002036,PER00688,HDFC Bank,Savings,2022-03-28,207527
1001002037,PER00689,HDFC Bank,Savings,2022-04-15,127832
1001002038,PER00689,ICICI Bank,Savings,2022-04-25,306008
1001002039,PER00690,ICICI Bank,Savings,2011-07-07,229836
1001002040,PER00690,Kotak Mahindra Bank,Savings,2023-11-13,48299
1001002041,PER00691,ICICI Bank,Savings,2013-02-20,114830
1001002042,PER00691,Kotak Mahindra Bank,Savings,2024-09-22,179795
1001002043,PER00692,SBI,Savings,2014-04-08,106638
1001002044,PER00693,Axis Bank,Savings,2016-04-20,63093
1001002045,PER00693,SBI,Savings,2013-06-18,67500
1001002046,PER00694,Kotak Mahindra Bank,Savings,2023-02-04,210842
1001002047,PER00695,ICICI Bank,Savings,2011-08-28,89161
1001002048,PER00695,SBI,Savings,2025-01-25,57469
1001002049,PER00696,Kotak Mahindra Bank,Savings,2024-07-02,88940
1001002050,PER00697,HDFC Bank,Savings,2018-11-10,160659
1001002051,PER00698,ICICI Bank,Savings,2014-09-27,156560
1001002052,PER00699,ICICI Bank,Savings,2024-05-21,95816
1001002053,PER00699,Kotak Mahindra Bank,Savings,2020-02-17,31476
1001002054,PER00700,ICICI Bank,Savings,2012-06-29,199877
1001002055,PER00700,Axis Bank,Savings,2022-05-20,260334
1001002056,PER00701,ICICI Bank,Savings,2012-07-16,94868
1001002057,PER00701,ICICI Bank,Savings,2023-01-25,216927
1001002058,PER00702,SBI,Savings,2018-08-10,207082
1001002059,PER00702,ICICI Bank,Savings,2021-05-03,184159
1001002060,PER00703,Kotak Mahindra Bank,Savings,2014-04-27,81405
1001002061,PER00703,HDFC Bank,Savings,2020-05-12,102115
1001002062,PER00704,Kotak Mahindra Bank,Savings,2014-01-08,41043
1001002063,PER00704,HDFC Bank,Savings,2025-05-26,135457
1001002064,PER00705,HDFC Bank,Savings,2014-03-02,147545
1001002065,PER00706,Axis Bank,Savings,2020-11-30,167311
1001002066,PER00707,SBI,Savings,2016-12-28,168039
1001002067,PER00708,HDFC Bank,Savings,2025-03-16,32205
1001002068,PER00709,Axis Bank,Savings,2012-12-28,224131
1001002069,PER00710,SBI,Savings,2016-04-24,146206
1001002070,PER00710,HDFC Bank,Savings,2024-08-11,130040
1001002071,PER00711,Axis Bank,Savings,2020-06-21,132961
1001002072,PER00711,SBI,Savings,2014-06-12,136748
1001002073,PER00712,ICICI Bank,Savings,2014-05-25,128093
1001002074,PER00712,ICICI Bank,Savings,2015-09-06,164022
1001002075,PER00713,Axis Bank,Savings,2018-11-14,0
1001002076,PER00713,SBI,Savings,2012-01-02,0
1001002077,PER00714,HDFC Bank,Savings,2022-07-28,48466
1001002078,PER00715,Kotak Mahindra Bank,Savings,2024-10-14,207353
1001002079,PER00716,Kotak Mahindra Bank,Savings,2020-06-24,0
1001002080,PER00716,HDFC Bank,Savings,2020-10-29,0
1001002081,PER00717,SBI,Savings,2016-06-25,283574
1001002082,PER00717,Axis Bank,Savings,2023-12-11,176487
1001002083,PER00718,SBI,Savings,2014-03-31,135338
1001002084,PER00718,SBI,Savings,2018-04-29,103358
1001002085,PER00719,HDFC Bank,Savings,2025-08-06,165431
1001002086,PER00720,Kotak Mahindra Bank,Savings,2013-05-03,98125
1001002087,PER00721,HDFC Bank,Savings,2023-06-13,568137
1001002088,PER00721,SBI,Savings,2012-06-01,422607
1001002089,PER00722,SBI,Savings,2020-01-29,0
1001002090,PER00722,ICICI Bank,Savings,2016-09-18,0
1001002091,PER00723,Kotak Mahindra Bank,Savings,2022-10-16,34317
1001002092,PER00724,Axis Bank,Savings,2022-09-09,161548
1001002093,PER00724,Axis Bank,Savings,2013-02-08,76472
1001002094,PER00725,Axis Bank,Savings,2016-03-16,41534
1001002095,PER00726,ICICI Bank,Savings,2011-07-21,214034
1001002096,PER00727,HDFC Bank,Savings,2024-10-03,140105
1001002097,PER00728,SBI,Savings,2017-01-30,218431
1001002098,PER00729,Axis Bank,Savings,2020-01-16,0
1001002099,PER00729,SBI,Savings,2017-10-30,0
1001002100,PER00730,ICICI Bank,Savings,2016-05-22,32840
1001002101,PER00731,SBI,Savings,2010-11-03,116756
1001002102,PER00732,SBI,Savings,2024-09-06,373449
1001002103,PER00733,SBI,Savings,2022-12-14,243364
1001002104,PER00733,Axis Bank,Savings,2019-01-09,465150
1001002105,PER00734,Kotak Mahindra Bank,Savings,2016-11-09,282874
1001002106,PER00735,ICICI Bank,Savings,2023-01-05,134186
1001002107,PER00736,ICICI Bank,Savings,2022-03-27,295997
1001002108,PER00737,ICICI Bank,Savings,2017-04-12,156118
1001002109,PER00737,Kotak Mahindra Bank,Savings,2021-05-26,95839
1001002110,PER00738,ICICI Bank,Savings,2018-12-16,42223
1001002111,PER00738,SBI,Savings,2015-07-16,229587
1001002112,PER00739,Axis Bank,Savings,2024-05-31,148460
1001002113,PER00739,Kotak Mahindra Bank,Savings,2025-03-07,247411
1001002114,PER00740,HDFC Bank,Savings,2015-01-24,86176
1001002115,PER00741,ICICI Bank,Savings,2022-11-22,60241
1001002116,PER00742,SBI,Savings,2017-08-05,117106
1001002117,PER00742,Axis Bank,Savings,2019-05-12,138333
1001002118,PER00743,Kotak Mahindra Bank,Savings,2015-05-10,242813
1001002119,PER00744,SBI,Savings,2016-09-08,141100
1001002120,PER00745,Axis Bank,Savings,2021-06-07,0
1001002121,PER00745,SBI,Savings,2015-04-04,0
1001002122,PER00746,ICICI Bank,Savings,2022-05-06,79620
1001002123,PER00747,Axis Bank,Savings,2020-11-24,208889
1001002124,PER00747,Axis Bank,Savings,2014-11-26,148505
1001002125,PER00748,Kotak Mahindra Bank,Savings,2013-07-07,167838
1001002126,PER00748,SBI,Savings,2023-02-04,87124
1001002127,PER00749,SBI,Savings,2013-08-25,158861
1001002128,PER00750,SBI,Savings,2011-01-02,90154
1001002129,PER00751,SBI,Savings,2025-07-27,99656
1001002130,PER00752,HDFC Bank,Savings,2012-10-28,116655
1001002131,PER00753,ICICI Bank,Savings,2012-06-06,189428
1001002132,PER00753,HDFC Bank,Savings,2015-05-19,221486
1001002133,PER00754,ICICI Bank,Savings,2019-07-22,195825
1001002134,PER00754,Kotak Mahindra Bank,Savings,2022-11-21,168536
1001002135,PER00755,ICICI Bank,Savings,2011-01-22,162233
1001002136,PER00756,ICICI Bank,Savings,2013-03-10,191062
1001002137,PER00756,ICICI Bank,Savings,2012-02-02,306271
1001002138,PER00757,Axis Bank,Savings,2016-10-20,228135
1001002139,PER00757,Kotak Mahindra Bank,Savings,2025-05-15,121675
1001002140,PER00758,Axis Bank,Savings,2015-11-20,0
1001002141,PER00758,HDFC Bank,Savings,2024-03-06,0
1001002142,PER00759,Axis Bank,Savings,2020-01-20,142487
1001002143,PER00759,HDFC Bank,Savings,2011-07-19,222485
1001002144,PER00760,SBI,Savings,2018-09-09,309501
1001002145,PER00761,SBI,Savings,2016-07-16,131662
1001002146,PER00761,SBI,Savings,2020-05-17,52953
1001002147,PER00762,Axis Bank,Savings,2018-07-30,256421
1001002148,PER00763,SBI,Savings,2013-09-16,322134
1001002149,PER00764,Axis Bank,Savings,2014-09-10,116229
1001002150,PER00765,SBI,Savings,2014-03-14,63562
1001002151,PER00765,Axis Bank,Savings,2024-12-02,151938
1001002152,PER00766,Axis Bank,Savings,2021-05-31,226739
1001002153,PER00766,Axis Bank,Savings,2019-02-13,214764
1001002154,PER00767,HDFC Bank,Savings,2014-08-16,100922
1001002155,PER00767,Kotak Mahindra Bank,Savings,2020-04-17,140446
1001002156,PER00768,Axis Bank,Savings,2013-01-18,135650
1001002157,PER00769,Axis Bank,Savings,2020-07-06,238728
1001002158,PER00770,HDFC Bank,Savings,2019-11-14,764783
1001002159,PER00771,ICICI Bank,Savings,2012-09-30,74593
1001002160,PER00772,SBI,Savings,2022-01-11,111212
1001002161,PER00773,ICICI Bank,Savings,2018-05-25,94819
1001002162,PER00774,ICICI Bank,Savings,2015-10-12,92134
1001002163,PER00775,Axis Bank,Savings,2021-07-13,220820
1001002164,PER00775,Kotak Mahindra Bank,Savings,2025-02-05,219196
1001002165,PER00776,SBI,Savings,2011-07-31,241022
1001002166,PER00777,HDFC Bank,Savings,2018-10-15,265819
1001002167,PER00777,ICICI Bank,Savings,2011-10-02,233925
1001002168,PER00778,SBI,Savings,2023-09-15,103639
1001002169,PER00779,Kotak Mahindra Bank,Savings,2025-08-23,134680
1001002170,PER00779,SBI,Savings,2019-02-17,120567
1001002171,PER00780,Axis Bank,Savings,2017-04-26,131033
1001002172,PER00781,Kotak Mahindra Bank,Savings,2015-09-06,81728
1001002173,PER00781,SBI,Savings,2013-02-16,105427
1001002174,PER00782,ICICI Bank,Savings,2024-04-21,55770
1001002175,PER00783,Axis Bank,Savings,2014-05-21,346736
1001002176,PER00784,SBI,Savings,2018-07-09,98356
1001002177,PER00784,Axis Bank,Savings,2013-08-06,165931
1001002178,PER00785,Axis Bank,Savings,2017-11-27,0
1001002179,PER00785,ICICI Bank,Savings,2014-04-05,0
1001002180,PER00786,Axis Bank,Savings,2013-08-21,217025
1001002181,PER00786,ICICI Bank,Savings,2024-04-03,119346
1001002182,PER00787,Axis Bank,Savings,2016-07-21,141437
1001002183,PER00787,Kotak Mahindra Bank,Savings,2015-02-14,107354
1001002184,PER00788,Axis Bank,Savings,2013-12-31,112779
1001002185,PER00788,Axis Bank,Savings,2015-12-26,145915
1001002186,PER00789,Axis Bank,Savings,2025-04-24,147992
1001002187,PER00789,SBI,Savings,2023-08-12,76263
1001002188,PER00790,ICICI Bank,Savings,2016-07-07,78488
1001002189,PER00791,SBI,Savings,2013-10-01,195197
1001002190,PER00791,Axis Bank,Savings,2017-08-05,116014
1001002191,PER00792,Kotak Mahindra Bank,Savings,2015-05-28,116391
1001002192,PER00793,Kotak Mahindra Bank,Savings,2018-06-28,290916
1001002193,PER00794,SBI,Savings,2024-04-24,182161
1001002194,PER00795,ICICI Bank,Savings,2012-07-20,124172
1001002195,PER00795,Kotak Mahindra Bank,Savings,2015-12-29,300992
1001002196,PER00796,SBI,Savings,2010-11-16,40998
1001002197,PER00796,SBI,Savings,2022-02-07,115261
1001002198,PER00797,HDFC Bank,Savings,2016-01-11,103662
1001002199,PER00797,SBI,Savings,2016-01-15,118974
1001002200,PER00798,ICICI Bank,Savings,2021-05-15,323101
1001002201,PER00798,Axis Bank,Savings,2020-11-19,136358
1001002202,PER00799,Axis Bank,Savings,2011-06-24,218676
1001002203,PER00800,Axis Bank,Savings,2023-03-14,159912
1001002204,PER00800,HDFC Bank,Savings,2018-03-06,50429
1001002205,PER00801,ICICI Bank,Savings,2020-11-30,154367
1001002206,PER00801,Kotak Mahindra Bank,Savings,2010-10-08,86880
1001002207,PER00802,SBI,Savings,2015-08-24,77209
1001002208,PER00802,ICICI Bank,Savings,2015-02-18,102549
1001002209,PER00803,Axis Bank,Savings,2024-06-11,234574
1001002210,PER00803,SBI,Savings,2022-01-06,30489
1001002211,PER00804,HDFC Bank,Savings,2024-08-25,308396
1001002212,PER00804,SBI,Savings,2024-10-29,33649
1001002213,PER00805,HDFC Bank,Savings,2025-07-19,121532
1001002214,PER00806,Kotak Mahindra Bank,Savings,2025-02-04,118383
1001002215,PER00807,Kotak Mahindra Bank,Savings,2020-03-05,156169
1001002216,PER00808,HDFC Bank,Savings,2013-08-26,41714
1001002217,PER00809,Kotak Mahindra Bank,Savings,2012-07-06,92393
1001002218,PER00809,Kotak Mahindra Bank,Savings,2012-11-02,49346
1001002219,PER00810,HDFC Bank,Savings,2023-01-11,194193
1001002220,PER00810,ICICI Bank,Savings,2023-09-11,205809
1001002221,PER00811,ICICI Bank,Savings,2023-07-30,904111
1001002222,PER00812,HDFC Bank,Savings,2019-09-09,158344
1001002223,PER00813,Axis Bank,Savings,2025-03-31,373010
1001002224,PER00814,HDFC Bank,Savings,2024-03-19,114912
1001002225,PER00814,Kotak Mahindra Bank,Savings,2023-02-20,173097
1001002226,PER00815,ICICI Bank,Savings,2011-08-11,91925
1001002227,PER00816,Axis Bank,Savings,2014-04-01,0
1001002228,PER00816,Kotak Mahindra Bank,Savings,2019-02-20,0
1001002229,PER00817,Axis Bank,Savings,2013-06-17,20633
1001002230,PER00817,SBI,Savings,2020-08-17,148282
1001002231,PER00818,HDFC Bank,Savings,2023-07-05,58823
1001002232,PER00818,Axis Bank,Savings,2012-03-19,44030
1001002233,PER00819,Axis Bank,Savings,2020-03-01,119716
1001002234,PER00819,ICICI Bank,Savings,2020-08-23,30354
1001002235,PER00820,Kotak Mahindra Bank,Savings,2014-02-14,163687
1001002236,PER00821,HDFC Bank,Savings,2019-10-01,112805
1001002237,PER00821,Axis Bank,Savings,2021-01-14,62272
1001002238,PER00822,Kotak Mahindra Bank,Savings,2020-01-15,153269
1001002239,PER00822,HDFC Bank,Savings,2012-10-07,241289
1001002240,PER00823,Kotak Mahindra Bank,Savings,2022-01-06,157352
1001002241,PER00823,Axis Bank,Savings,2021-08-05,149508
1001002242,PER00824,Kotak Mahindra Bank,Savings,2010-09-19,149794
1001002243,PER00824,SBI,Savings,2011-10-07,53702
1001002244,PER00825,SBI,Savings,2016-04-22,97614
1001002245,PER00826,Axis Bank,Savings,2013-09-12,131805
1001002246,PER00826,SBI,Savings,2019-07-28,742285
1001002247,PER00827,Axis Bank,Savings,2017-03-14,35575
1001002248,PER00827,ICICI Bank,Savings,2013-05-13,41889
1001002249,PER00828,HDFC Bank,Savings,2017-01-14,210572
1001002250,PER00829,Axis Bank,Savings,2014-08-29,239955
1001002251,PER00830,Kotak Mahindra Bank,Savings,2023-12-17,64140
1001002252,PER00830,SBI,Savings,2024-12-13,170648
1001002253,PER00831,Axis Bank,Savings,2022-11-27,181268
1001002254,PER00831,Axis Bank,Savings,2016-08-09,66024
1001002255,PER00832,Kotak Mahindra Bank,Savings,2013-06-03,387988
1001002256,PER00833,SBI,Savings,2013-07-06,277683
1001002257,PER00834,Axis Bank,Savings,2024-07-05,72638
1001002258,PER00835,ICICI Bank,Savings,2023-04-24,29586
1001002259,PER00836,Kotak Mahindra Bank,Savings,2017-12-21,205042
1001002260,PER00836,SBI,Savings,2022-01-08,141303
1001002261,PER00837,SBI,Savings,2019-10-24,194349
1001002262,PER00837,SBI,Savings,2022-08-02,285208
1001002263,PER00838,SBI,Savings,2012-07-29,61274
1001002264,PER00839,SBI,Savings,2020-10-31,314961
1001002265,PER00839,SBI,Savings,2023-11-12,201388
1001002266,PER00840,ICICI Bank,Savings,2012-10-23,355665
1001002267,PER00841,HDFC Bank,Savings,2024-03-07,100968
1001002268,PER00842,ICICI Bank,Savings,2025-04-02,313926
1001002269,PER00843,Kotak Mahindra Bank,Savings,2022-07-19,110736
1001002270,PER00843,ICICI Bank,Savings,2018-12-21,79108
1001002271,PER00844,SBI,Savings,2012-07-22,73778
1001002272,PER00845,ICICI Bank,Savings,2015-05-03,20894
1001002273,PER00845,SBI,Savings,2023-06-30,66302
1001002274,PER00846,Axis Bank,Savings,2018-10-02,184960
1001002275,PER00846,Axis Bank,Savings,2014-09-29,78959
1001002276,PER00847,Axis Bank,Savings,2022-12-30,114614
1001002277,PER00848,Axis Bank,Savings,2022-05-24,217311
1001002278,PER00848,ICICI Bank,Savings,2022-08-31,32154
1001002279,PER00849,Axis Bank,Savings,2024-02-19,93190
1001002280,PER00850,SBI,Savings,2012-11-22,141022
1001002281,PER00850,HDFC Bank,Savings,2010-10-10,213033
1001002282,PER00851,Axis Bank,Savings,2020-01-06,108618
1001002283,PER00851,ICICI Bank,Savings,2019-10-26,99893
1001002284,PER00852,HDFC Bank,Savings,2019-01-07,47456
1001002285,PER00853,ICICI Bank,Savings,2020-12-02,242481
1001002286,PER00854,HDFC Bank,Savings,2011-03-01,232875
1001002287,PER00854,SBI,Savings,2013-08-22,130321
1001002288,PER00855,HDFC Bank,Savings,2010-09-15,40799
1001002289,PER00855,Axis Bank,Savings,2021-10-21,58509
1001002290,PER00856,Kotak Mahindra Bank,Savings,2022-05-30,214883
1001002291,PER00856,SBI,Savings,2011-03-28,42897
1001002292,PER00857,Axis Bank,Savings,2019-02-26,93358
1001002293,PER00857,ICICI Bank,Savings,2025-01-31,66017
1001002294,PER00858,Axis Bank,Savings,2021-11-05,167941
1001002295,PER00859,HDFC Bank,Savings,2014-11-22,57192
1001002296,PER00860,Kotak Mahindra Bank,Savings,2020-02-22,184460
1001002297,PER00860,Kotak Mahindra Bank,Savings,2015-11-06,146701
1001002298,PER00861,Axis Bank,Savings,2018-11-29,166552
1001002299,PER00862,Axis Bank,Savings,2022-04-20,162241
1001002300,PER00863,Kotak Mahindra Bank,Savings,2018-10-04,133600
1001002301,PER00864,ICICI Bank,Savings,2015-01-03,98669
1001002302,PER00864,SBI,Savings,2016-05-31,39181
1001002303,PER00865,HDFC Bank,Savings,2012-07-31,53418
1001002304,PER00866,Kotak Mahindra Bank,Savings,2025-08-26,136956
1001002305,PER00867,ICICI Bank,Savings,2024-09-15,119696
1001002306,PER00867,Axis Bank,Savings,2013-02-17,50209
1001002307,PER00868,ICICI Bank,Savings,2015-04-09,345502
1001002308,PER00869,Axis Bank,Savings,2020-02-01,94680
1001002309,PER00870,Kotak Mahindra Bank,Savings,2016-01-04,297633
1001002310,PER00870,Kotak Mahindra Bank,Savings,2024-12-30,896952
1001002311,PER00871,Kotak Mahindra Bank,Savings,2023-04-21,115352
1001002312,PER00871,Axis Bank,Savings,2015-06-04,564470
1001002313,PER00872,ICICI Bank,Savings,2022-01-31,75283
1001002314,PER00873,SBI,Savings,2018-03-02,75596
1001002315,PER00874,SBI,Savings,2012-09-13,179058
